Members_id ,congress,Chamber_id,chamber,Bioguide_id,bioguide,firstname,middlename,lastname,suffix,birthday,State_id,state,Party_id,party,incumbent,termstart,age
5866,89,1,house,5766,D000534,John,James,Duncan,,3/24/1919,42,TN,2,R,No,1/4/1965,45.8
5867,89,1,House,5767,E000054,Edmond,Augustus,Edmondson,,4/7/1919,36,OK,1,D,Yes,1/4/1965,45.7
5868,89,1,House,5768,C000143,Hugh,Leo,Carey,,4/11/1919,34,NY,1,D,Yes,1/4/1965,45.7
5869,89,1,House,5769,P000569,Graham,Boynton,Purcell,Jr.,5/5/1919,43,TX,1,D,Yes,1/4/1965,45.7
5870,89,1,House,5770,P000559,Roman,Conrad,Pucinski,,5/13/1919,13,IL,1,D,Yes,1/4/1965,45.6
5871,89,1,House,5771,M000022,James,Armstrong,MacKay,,6/25/1919,10,GA,1,D,No,1/4/1965,45.5
5872,89,1,House,5772,M000990,Thomas,Gayle,Morris,,8/20/1919,31,NM,1,D,Yes,1/4/1965,45.4
5873,89,1,House,5773,J000098,William,Pat,Jennings,,8/20/1919,45,VA,1,D,Yes,1/4/1965,45.4
5874,89,1,House,5774,G000151,Robert,Nicholas,Giaimo,,10/15/1919,7,CT,1,D,Yes,1/4/1965,45.2
5875,89,1,house,5775,B000967,Joel,Thomas,Broyhill,,11/4/1919,45,VA,2,R,Yes,1/4/1965,45.2
5876,89,1,house,5776,H000797,Frank,Jefferson,Horton,,12/12/1919,34,NY,2,R,Yes,1/4/1965,45.1
5877,89,1,house,5777,M000433,Robert,Cameron,McEwen,,1/5/1920,34,NY,2,R,No,1/4/1965,45
5878,89,1,House,5778,G000153,Sam,Melville,Gibbons,,1/20/1920,9,FL,1,D,Yes,1/4/1965,45
5879,89,1,House,5779,S000124,James,Haas,Scheuer,,2/6/1920,34,NY,1,D,No,1/4/1965,44.9
5880,89,1,house,5780,T000022,Burt,Lacklen,Talcott,,2/22/1920,5,CA,2,R,Yes,1/4/1965,44.9
5881,89,1,House,5781,R000107,Rolland,W.,Redlin,,2/29/1920,27,ND,1,D,No,1/4/1965,44.8
5882,89,1,house,5782,L000116,Delbert,Leroy,Latta,,3/5/1920,35,OH,2,R,Yes,1/4/1965,44.8
5883,89,1,House,5783,B000918,George,E.,Brown,Jr.,3/6/1920,5,CA,1,D,Yes,1/4/1965,44.8
5884,89,1,House,5784,S000596,Neal,Edward,Smith,,3/23/1920,12,IA,1,D,Yes,1/4/1965,44.8
5885,89,1,House,5785,C000054,Clair,Armstrong,Callan,,3/29/1920,28,NE,1,D,No,1/4/1965,44.8
5886,89,1,house,5786,K000343,Theodore,Roosevelt,Kupferman,,5/12/1920,34,NY,2,R,No,1/4/1965,44.6
5887,89,1,House,5787,S000782,Lynn,Ellsworth,Stalbaum,,5/15/1920,48,WI,1,D,No,1/4/1965,44.6
5888,89,1,House,5788,M000026,John,C.,Mackie,,6/1/1920,21,MI,1,D,No,1/4/1965,44.6
5889,89,1,house,5789,C000512,James,Colgate,Cleveland,,6/13/1920,29,NH,2,R,Yes,1/4/1965,44.6
5890,89,1,House,5790,G000175,Jacob,H.,Gilbert,,6/17/1920,34,NY,1,D,Yes,1/4/1965,44.6
5891,89,1,House,5791,H000158,James,Michael,Hanley,,7/19/1920,34,NY,1,D,No,1/4/1965,44.5
5892,89,1,House,5792,R000467,John,Edward,Roush,,9/12/1920,14,IN,1,D,Yes,1/4/1965,44.3
5893,89,1,House,5793,C000780,James,Charles,Corman,,10/20/1920,5,CA,1,D,Yes,1/4/1965,44.2
5894,89,1,House,5794,S000070,David,Edward,Satterfield,III,12/2/1920,45,VA,1,D,No,1/4/1965,44.1
5895,89,1,House,5795,D000537,Robert,Blackford,Duncan,,12/4/1920,37,OR,1,D,Yes,1/4/1965,44.1
5896,89,1,House,5796,W000362,Compton,Ignatius,White,Jr.,12/19/1920,12,ID,1,D,Yes,1/4/1965,44
5897,89,1,house,5797,H000281,William,Howard,Harsha,,1/1/1921,35,OH,2,R,Yes,1/4/1965,44
5898,89,1,house,5798,T000411,Stanley,Roger,Tupper,,1/25/1921,20,ME,2,R,Yes,1/4/1965,43.9
5899,89,1,House,5799,S000232,Armistead,Inge,Selden,Jr.,2/20/1921,2,AL,1,D,Yes,1/4/1965,43.9
5900,89,1,House,5800,G000016,Cornelius,Edward,Gallagher,,3/2/1921,30,NJ,1,D,Yes,1/4/1965,43.8
5901,89,1,House,5801,G000208,John,Joyce,Gilligan,,3/22/1921,35,OH,1,D,No,1/4/1965,43.8
5902,89,1,House,5802,H000479,David,Newton,Henderson,,4/16/1921,26,NC,1,D,Yes,1/4/1965,43.7
5903,89,1,House,5803,R000401,Paul,Grant,Rogers,,6/4/1921,9,FL,1,D,Yes,1/4/1965,43.6
5904,89,1,House,5804,S000401,Carlton,Ralph,Sickles,,6/15/1921,19,MD,1,D,Yes,1/4/1965,43.6
5905,89,1,House,5805,A000203,William,Robert,Anderson,,6/17/1921,42,TN,1,D,No,1/4/1965,43.6
5906,89,1,house,5806,F000123,Paul,,Findley,,6/23/1921,13,IL,2,R,Yes,1/4/1965,43.5
5907,89,1,house,5807,C000409,Donald,Daniel,Clancy,,7/24/1921,35,OH,2,R,Yes,1/4/1965,43.4
5908,89,1,house,5808,M001009,Frank,Bradford,Morse,,8/7/1921,18,MA,2,R,Yes,1/4/1965,43.4
5909,89,1,House,5809,P000348,Otis,Grey,Pike,,8/31/1921,34,NY,1,D,Yes,1/4/1965,43.3
5910,89,1,House,5810,T000294,Paul,Harold,Todd,Jr.,9/22/1921,21,MI,1,D,No,1/4/1965,43.3
5911,89,1,house,5811,C000709,Silvio,Ottavio,Conte,,11/9/1921,18,MA,2,R,Yes,1/4/1965,43.2
5912,89,1,House,5812,S000243,George,Frederick,Senner,Jr.,11/24/1921,4,AZ,1,D,Yes,1/4/1965,43.1
5913,89,1,house,5813,L000326,John,Vliet,Lindsay,,11/24/1921,34,NY,2,R,Yes,1/4/1965,43.1
5914,89,1,House,5814,S000131,John,Richard,Schmidhauser,,1/3/1922,12,IA,1,D,No,1/4/1965,43
5915,89,1,House,5815,B000108,Bert,Andrew,Bandstra,,1/25/1922,12,IA,1,D,No,1/4/1965,42.9
5916,89,1,house,5816,A000195,John,Bayard,Anderson,,2/15/1922,13,IL,2,R,Yes,1/4/1965,42.9
5917,89,1,house,5817,B000890,William,S.,Broomfield,,4/28/1922,21,MI,2,R,Yes,1/4/1965,42.7
5918,89,1,House,5818,U000001,Morris,King,Udall,,6/15/1922,4,AZ,1,D,Yes,1/4/1965,42.6
5919,89,1,House,5819,R000562,William,Fitts,Ryan,,6/28/1922,34,NY,1,D,Yes,1/4/1965,42.5
5920,89,1,house,5820,H000306,James,,Harvey,,7/4/1922,21,MI,2,R,Yes,1/4/1965,42.5
5921,89,1,house,5821,M000010,Clark,,MacGregor,,7/12/1922,22,MN,2,R,Yes,1/4/1965,42.5
5922,89,1,house,5822,M000241,Charles,McCurdy,Mathias,Jr.,7/24/1922,19,MD,2,R,Yes,1/4/1965,42.5
5923,89,1,house,5823,C000869,William,Cato,Cramer,,8/4/1922,9,FL,2,R,Yes,1/4/1965,42.4
5924,89,1,House,5824,K000014,Joseph,Edward,Karth,,8/26/1922,22,MN,1,D,Yes,1/4/1965,42.4
5925,89,1,House,5825,W000197,Albert,William,Watson,,8/30/1922,40,SC,1,D,Yes,1/4/1965,42.3
5926,89,1,house,5826,L000024,Melvin,Robert,Laird,,9/1/1922,48,WI,2,R,Yes,1/4/1965,42.3
5927,89,1,house,5827,C000666,Barber,Benjamin,Conable,Jr.,11/2/1922,34,NY,2,R,No,1/4/1965,42.2
5928,89,1,House,5828,D000344,Charles,Coles,Diggs,Jr.,12/2/1922,21,MI,1,D,Yes,1/4/1965,42.1
5929,89,1,House,5829,H000965,William,Leonard,Hungate,,12/14/1922,23,MO,1,D,Yes,1/4/1965,42.1
5930,89,1,House,5830,B000880,Jack,Bascom,Brooks,,12/18/1922,43,TX,1,D,Yes,1/4/1965,42
5931,89,1,House,5831,W000763,James,Claude,Wright,Jr.,12/22/1922,43,TX,1,D,Yes,1/4/1965,42
5932,89,1,House,5832,A000222,Thomas,Ludlow,Ashley,,1/11/1923,35,OH,1,D,Yes,1/4/1965,42
5933,89,1,house,5833,M000692,Robert,Henry,Michel,,3/2/1923,13,IL,2,R,Yes,1/4/1965,41.8
5934,89,1,House,5834,M000930,William,Singer,Moorhead,,4/8/1923,38,PA,1,D,Yes,1/4/1965,41.7
5935,89,1,house,5835,M000892,Arch,Alfred,Moore,Jr.,4/16/1923,49,WV,2,R,Yes,1/4/1965,41.7
5936,89,1,house,5836,C000475,Donald,Holst,Clausen,,4/27/1923,5,CA,2,R,Yes,1/4/1965,41.7
5937,89,1,House,5837,W000390,Richard,Crawford,White,,4/29/1923,43,TX,1,D,No,1/4/1965,41.7
5938,89,1,House,5838,R000442,Benjamin,Stanley,Rosenthal,,6/8/1923,34,NY,1,D,Yes,1/4/1965,41.6
5939,89,1,House,5839,G000348,Bernard,Francis,Grabowski,,6/11/1923,7,CT,1,D,Yes,1/4/1965,41.6
5940,89,1,house,5840,D000401,Robert,Joseph,Dole,,7/22/1923,15,KS,2,R,Yes,1/4/1965,41.5
5941,89,1,House,5841,E000240,Frank,Edward,Evans,,9/6/1923,6,CO,1,D,No,1/4/1965,41.3
5942,89,1,house,5842,Q000010,Albert,Harold,Quie,,9/18/1923,22,MN,2,R,Yes,1/4/1965,41.3
5943,89,1,house,5843,P000401,Richard,Harding,Poff,,10/19/1923,45,VA,2,R,Yes,1/4/1965,41.2
5944,89,1,house,5844,R000159,Edwin,,Reinecke,,1/7/1924,5,CA,2,R,No,1/4/1965,41
5945,89,1,House,5845,K000020,Robert,William,Kastenmeier,,1/24/1924,48,WI,1,D,Yes,1/4/1965,40.9
5946,89,1,House,5846,M000610,Roy,Harrison,McVicker,,2/20/1924,6,CO,1,D,No,1/4/1965,40.9
5947,89,1,House,5847,F000350,Donald,MacKay,Fraser,,2/20/1924,22,MN,1,D,Yes,1/4/1965,40.9
5948,89,1,house,5848,S000804,John,William,Stanton,,2/20/1924,35,OH,2,R,No,1/4/1965,40.9
5949,89,1,House,5849,H000346,William,Dodd,Hathaway,,2/21/1924,20,ME,1,D,No,1/4/1965,40.9
5950,89,1,House,5850,K000318,Horace,Robinson,Kornegay,,3/12/1924,26,NC,1,D,Yes,1/4/1965,40.8
5951,89,1,house,5851,W000780,John,Waldemar,Wydler,,6/9/1924,34,NY,2,R,Yes,1/4/1965,40.6
5952,89,1,House,5852,R000164,Joseph,Yale,Resnick,,7/13/1924,34,NY,1,D,No,1/4/1965,40.5
5953,89,1,House,5853,V000109,Weston,Edward,Vivian,,10/25/1924,21,MI,1,D,No,1/4/1965,40.2
5954,89,1,House,5854,S001103,Robert,E.,Sweeney,,11/4/1924,35,OH,1,D,No,1/4/1965,40.2
5955,89,1,House,5855,G000400,Kenneth,James,Gray,,11/14/1924,13,IL,1,D,Yes,1/4/1965,40.1
5956,89,1,house,5856,B000241,James,Franklin,Battin,,2/13/1925,25,MT,2,R,Yes,1/4/1965,39.9
5957,89,1,House,5857,W000035,Jerome,Russell,Waldie,,2/15/1925,5,CA,1,D,No,1/4/1965,39.9
5958,89,1,House,5858,A000052,Joseph,Patrick,Addabbo,,3/17/1925,34,NY,1,D,Yes,1/4/1965,39.8
5959,89,1,House,5859,H000465,Henry,,Helstoski,,3/21/1925,30,NJ,1,D,No,1/4/1965,39.8
5960,89,1,House,5860,R000134,Thomas,Mankell,Rees,,3/26/1925,5,CA,1,D,No,1/4/1965,39.8
5961,89,1,House,5861,N000019,Lucien,Norbert,Nedzi,,5/28/1925,21,MI,1,D,Yes,1/4/1965,39.6
5962,89,1,house,5862,D000326,William,Louis,Dickinson,,6/5/1925,2,AL,2,R,No,1/4/1965,39.6
5963,89,1,house,5863,R000150,Ogden,Rogers,Reid,,6/24/1925,34,NY,2,R,Yes,1/4/1965,39.5
5964,89,1,House,5864,R000423,Frederick,Bernard,Rooney,,11/6/1925,38,PA,1,D,Yes,1/4/1965,39.2
5965,89,1,House,5865,O000055,James,Grant,O'Hara,,11/8/1925,21,MI,1,D,Yes,1/4/1965,39.2
5966,89,1,house,5866,G000282,Charles,Ellsworth,Goodell,,3/16/1926,34,NY,2,R,Yes,1/4/1965,38.8
5967,89,1,house,5867,A000208,Mark,,Andrews,,5/19/1926,27,ND,2,R,Yes,1/4/1965,38.6
5968,89,1,House,5868,B001156,Phillip,,Burton,,6/1/1926,5,CA,1,D,Yes,1/4/1965,38.6
5969,89,1,house,5869,S000159,Richard,Schultz,Schweiker,,6/1/1926,38,PA,2,R,Yes,1/4/1965,38.6
5970,89,1,House,5870,C000516,Raymond,Francis,Clevenger,,6/6/1926,21,MI,1,D,No,1/4/1965,38.6
5971,89,1,house,5871,E000148,Robert,Fred,Ellsworth,,6/11/1926,15,KS,2,R,Yes,1/4/1965,38.6
5972,89,1,House,5872,I000001,Richard,Howard,Ichord,II,6/27/1926,23,MO,1,D,Yes,1/4/1965,38.5
5973,89,1,House,5873,D000355,John,D.,Dingell,,7/8/1926,21,MI,1,D,Yes,1/4/1965,38.5
5974,89,1,House,5874,L000221,Robert,Louis,Leggett,,7/26/1926,5,CA,1,D,Yes,1/4/1965,38.4
5975,89,1,House,5875,M001098,John,Michael,Murphy,,8/3/1926,34,NY,1,D,Yes,1/4/1965,38.4
5976,89,1,House,5876,M000148,John,Otho,Marsh,Jr.,8/7/1926,45,VA,1,D,Yes,1/4/1965,38.4
5977,89,1,House,5877,I000039,Donald,Jay,Irwin,,9/7/1926,7,CT,1,D,No,1/4/1965,38.3
5978,89,1,house,5878,D000269,Edward,Joseph,Derwinski,,9/15/1926,13,IL,2,R,Yes,1/4/1965,38.3
5979,89,1,house,5879,B001155,Laurence,Junior,Burton,,10/30/1926,44,UT,2,R,Yes,1/4/1965,38.2
5980,89,1,House,5880,A000031,Brockman,,Adams,,1/13/1927,47,WA,1,D,No,1/4/1965,38
5981,89,1,House,5881,F000424,Richard,Harmon,Fulton,,1/27/1927,42,TN,1,D,Yes,1/4/1965,37.9
5982,89,1,house,5882,E000204,John,Neal,Erlenborn,,2/8/1927,13,IL,2,R,No,1/4/1965,37.9
5983,89,1,House,5883,B000736,John,,Brademas,,3/2/1927,14,IN,1,D,Yes,1/4/1965,37.8
5984,89,1,house,5884,C000055,Howard,Hollis,Callaway,,4/2/1927,10,GA,2,R,No,1/4/1965,37.8
5985,89,1,House,5885,S000367,George,Edward,Shipley,,4/21/1927,13,IL,1,D,Yes,1/4/1965,37.7
5986,89,1,House,5886,M000459,Thomas,Charles,McGrath,Jr.,4/22/1927,30,NJ,1,D,No,1/4/1965,37.7
5987,89,1,house,5887,B000910,Clarence,J.,Brown,Jr.,6/18/1927,35,OH,2,R,No,1/4/1965,37.5
5988,89,1,House,5888,H000840,James,John,Howard,,7/24/1927,30,NJ,1,D,No,1/4/1965,37.5
5989,89,1,House,5889,F000270,William,David,Ford,,8/6/1927,21,MI,1,D,No,1/4/1965,37.4
5990,89,1,House,5890,E000067,Edwin,Washington,Edwards,,8/7/1927,17,LA,1,D,No,1/4/1965,37.4
5991,89,1,House,5891,C000067,Ronald,Brooks,Cameron,,8/16/1927,5,CA,1,D,Yes,1/4/1965,37.4
5992,89,1,house,5892,B000966,James,Thomas,Broyhill,,8/19/1927,26,NC,2,R,Yes,1/4/1965,37.4
5993,89,1,House,5893,D000203,Eligio,II,de la Garza,,9/22/1927,43,TX,1,D,No,1/4/1965,37.3
5994,89,1,House,5894,M000318,Richard,Dean,McCarthy,,9/24/1927,34,NY,1,D,No,1/4/1965,37.3
5995,89,1,House,5895,C000866,Nathaniel,Neiman,Craley,Jr.,11/17/1927,38,PA,1,D,No,1/4/1965,37.1
5996,89,1,House,5896,M000797,Patsy,Takemoto,Mink,,12/6/1927,11,HI,1,D,No,1/4/1965,37.1
5997,89,1,House,5897,M000626,Lloyd,,Meeds,,12/11/1927,47,WA,1,D,No,1/4/1965,37.1
5998,89,1,House,5898,W000290,Charles,Longstreet,Weltner,,12/17/1927,10,GA,1,D,Yes,1/4/1965,37.1
5999,89,1,House,5899,R000458,Daniel,David,Rostenkowski,,1/2/1928,13,IL,1,D,Yes,1/4/1965,37
6000,89,1,House,5900,S000762,Fernand,Joseph,St. Germain,,1/9/1928,39,RI,1,D,Yes,1/4/1965,37
6001,89,1,house,5901,B001008,John,Hall,Buchanan,Jr.,3/19/1928,2,AL,2,R,No,1/4/1965,36.8
6002,89,1,House,5902,L000429,Speedy,Oteria,Long,,6/16/1928,17,LA,1,D,No,1/4/1965,36.6
6003,89,1,house,5903,E000084,William,Jackson,Edwards,,9/20/1928,2,AL,2,R,No,1/4/1965,36.3
6004,89,1,house,5904,A000221,John,Milan,Ashbrook,,9/21/1928,35,OH,2,R,Yes,1/4/1965,36.3
6005,89,1,House,5905,O000134,Richard,Lawrence,Ottinger,,1/27/1929,34,NY,1,D,No,1/4/1965,35.9
6006,89,1,House,5906,F000239,Thomas,Stephen,Foley,,3/6/1929,47,WA,1,D,No,1/4/1965,35.8
6007,89,1,House,5907,C000714,John,,Conyers,Jr.,5/16/1929,21,MI,1,D,No,1/4/1965,35.6
6008,89,1,House,5908,O000084,Alec,Gehard,Olson,,9/11/1930,22,MN,1,D,Yes,1/4/1965,34.3
6009,89,1,house,5909,H000171,George,Vernon,Hansen,,9/14/1930,12,ID,2,R,No,1/4/1965,34.3
6010,89,1,house,5910,B000851,William,Emerson,Brock,III,11/23/1930,42,TN,2,R,Yes,1/4/1965,34.1
6011,89,1,House,5911,H000114,Lee,Herbert,Hamilton,,4/20/1931,14,IN,1,D,No,1/4/1965,33.7
6012,89,1,House,5912,G000450,Stanley,Lloyd,Greigg,,5/7/1931,12,IA,1,D,No,1/4/1965,33.7
6013,89,1,house,5913,V000027,Guy,Adrian,Vander Jagt,,8/26/1931,21,MI,2,R,No,1/4/1965,33.4
6014,89,1,house,5914,M000399,Joseph,Michael,McDade,,9/29/1931,38,PA,2,R,Yes,1/4/1965,33.3
6015,89,1,House,5915,J000033,Andrew,,Jacobs,Jr.,2/24/1932,14,IN,1,D,No,1/4/1965,32.9
6016,89,1,house,5916,R000508,Donald,Henry,Rumsfeld,,7/9/1932,13,IL,2,R,Yes,1/4/1965,32.5
6017,89,1,House,5917,C000979,John,Chester,Culver,,8/8/1932,12,IA,1,D,No,1/4/1965,32.4
6018,89,1,House,5918,S000128,Darwin,Gale,Schisler,,3/2/1933,13,IL,1,D,No,1/4/1965,31.8
6019,89,1,House,5919,F000430,Don,,Fuqua,,8/20/1933,9,FL,1,D,Yes,1/4/1965,31.4
6020,89,1,House,5920,T000410,John,Varick,Tunney,,6/26/1934,5,CA,1,D,No,1/4/1965,30.5
6021,89,1,House,5921,P000556,David,Hampton,Pryor,,8/29/1934,3,AR,1,D,No,1/4/1965,30.4
6022,89,1,House,5922,G000420,William,Joseph,Green,,6/24/1938,38,PA,1,D,No,1/4/1965,26.5
6023,89,1,House,5923,J000151,Jed,Joseph,Johnson,Jr.,12/27/1939,36,OK,1,D,No,1/4/1965,25
6024,89,2,Senate,5924,H000385,Carl,Trumbull,Hayden,,1877-10-02,4,AZ,1,D,Yes,1/4/1965,87.3
6025,89,2,Senate,5925,G000508,Ernest,,Gruening,,1887-02-06,1,AK,1,D,Yes,1/4/1965,77.9
6026,89,2,Senate,5926,R000317,Absalom,Willis,Robertson,,1887-05-27,45,VA,1,D,Yes,1/4/1965,77.6
6027,89,2,Senate,5927,B001208,Harry,Flood,Byrd,,1887-06-10,45,VA,1,D,Yes,1/4/1965,77.6
6028,89,2,Senate,5928,Y000053,Stephen,Marvin,Young,,1889-05-04,35,OH,1,D,Yes,1/4/1965,75.7
6029,89,2,Senate,5929,E000112,Allen,Joseph,Ellender,,1890-09-24,17,LA,1,D,Yes,1/4/1965,74.3
6030,89,2,Senate,5930,D000456,Paul,Howard,Douglas,,1892-03-26,13,IL,1,D,Yes,1/4/1965,72.8
6031,89,2,Senate,5931,H000720,Spessard,Lindsey,Holland,,1892-07-10,9,FL,1,D,Yes,1/4/1965,72.5
6032,89,2,Senate,5932,A000062,George,David,Aiken,,1892-08-20,46,VT,2,R,Yes,1/4/1965,72.4
6033,89,2,Senate,5933,S000021,Leverett,,Saltonstall,,1892-09-01,18,MA,2,R,Yes,1/4/1965,72.3
6034,89,2,Senate,5934,C000154,Frank,,Carlson,,1893-01-23,15,KS,2,R,Yes,1/4/1965,71.9
6035,89,2,Senate,5935,M000582,Patrick,Vincent,McNamara,,1894-10-04,21,MI,1,D,Yes,1/4/1965,70.3
6036,89,2,Senate,5936,H000598,Joseph,Lister,Hill,,1894-12-29,2,AL,1,D,Yes,1/4/1965,70
6037,89,2,Senate,5937,A000186,Clinton,Presba,Anderson,,1895-10-23,31,NM,1,D,Yes,1/4/1965,69.2
6038,89,2,Senate,5938,L000122,Frank,John,Lausche,,1895-11-14,35,OH,1,D,Yes,1/4/1965,69.1
6039,89,2,Senate,5939,D000360,Everett,McKinley,Dirksen,,1896-01-04,13,IL,2,R,Yes,1/4/1965,69
6040,89,2,Senate,5940,M000332,John,Little,McClellan,,1896-02-25,3,AR,1,D,Yes,1/4/1965,68.9
6041,89,2,Senate,5941,H000559,Bourke,Blakemore,Hickenlooper,,1896-07-21,12,IA,2,R,Yes,1/4/1965,68.5
6042,89,2,Senate,5942,J000267,Benjamin,Everett,Jordan,,1896-09-08,26,NC,1,D,Yes,1/4/1965,68.3
6043,89,2,Senate,5943,J000195,Olin,DeWitt Talmadge,Johnston,,1896-11-18,40,SC,1,D,Yes,1/4/1965,68.1
6044,89,2,Senate,5944,R000536,Richard,Brevard,Russell,Jr.,1897-11-02,10,GA,1,D,Yes,1/4/1965,67.2
6045,89,2,Senate,5945,S000434,Milward,Lee,Simpson,,1897-11-12,50,WY,2,R,Yes,1/4/1965,67.1
6046,89,2,Senate,5946,Y000047,Milton,Ruben,Young,,1897-12-06,27,ND,2,R,Yes,1/4/1965,67.1
6047,89,2,Senate,5947,S000590,Margaret,Chase,Smith,,1897-12-14,20,ME,2,R,Yes,1/4/1965,67.1
6048,89,2,Senate,5948,B000384,Wallace,Foster,Bennett,,1898-11-13,44,UT,2,R,Yes,1/4/1965,66.1
6049,89,2,Senate,5949,J000269,Leonard,Beck,Jordan,,1899-05-15,12,ID,2,R,Yes,1/4/1965,65.6
6050,89,2,Senate,5950,S000701,John,Jackson,Sparkman,,1899-12-20,2,AL,1,D,Yes,1/4/1965,65
6051,89,2,Senate,5951,C000802,Norris,H.,Cotton,,5/11/1900,29,NH,2,R,Yes,1/4/1965,64.7
6052,89,2,Senate,5952,M001078,Karl,Earl,Mundt,,6/3/1900,41,SD,2,R,Yes,1/4/1965,64.6
6053,89,2,Senate,5953,M001014,Wayne,Lyman,Morse,,10/20/1900,37,OR,1,D,Yes,1/4/1965,64.2
6054,89,2,Senate,5954,S000174,Hugh,Doggett,Scott,Jr.,11/11/1900,38,PA,2,R,Yes,1/4/1965,64.1
6055,89,2,Senate,5955,E000210,Joseph,Wilson,Ervin,,3/3/1901,26,NC,1,D,Yes,1/4/1965,63.8
6056,89,2,Senate,5956,S001136,William,Stuart,Symington,,6/26/1901,23,MO,1,D,Yes,1/4/1965,63.5
6057,89,2,Senate,5957,S000852,John,Cornelius,Stennis,,8/3/1901,24,MS,1,D,Yes,1/4/1965,63.4
6058,89,2,Senate,5958,C000758,John,Sherman,Cooper,,8/23/1901,16,KY,2,R,Yes,1/4/1965,63.4
6059,89,2,Senate,5959,C000444,Joseph,Sill,Clark,,10/21/1901,38,PA,1,D,Yes,1/4/1965,63.2
6060,89,2,Senate,5960,M000859,Almer,Stillwell Mike,Monroney,,3/2/1902,36,OK,1,D,Yes,1/4/1965,62.8
6061,89,2,Senate,5961,R000046,Jennings,,Randolph,,3/8/1902,49,WV,1,D,Yes,1/4/1965,62.8
6062,89,2,Senate,5962,M001092,George,Lloyd,Murphy,,7/4/1902,5,CA,2,R,Yes,1/4/1965,62.5
6063,89,2,Senate,5963,T000254,J.,Strom,Thurmond,,12/5/1902,40,SC,2,R,Yes,1/4/1965,62.1
6064,89,2,Senate,5964,M000113,Michael,Joseph,Mansfield,,3/16/1903,25,MT,1,D,Yes,1/4/1965,61.8
6065,89,2,Senate,5965,Y000006,Ralph,Webster,Yarborough,,6/8/1903,43,TX,1,D,Yes,1/4/1965,61.6
6066,89,2,Senate,5966,C000220,Clifford,Philip,Case,,4/16/1904,30,NJ,2,R,Yes,1/4/1965,60.7
6067,89,2,Senate,5967,B000201,Edward,Lewis,Bartlett,,4/20/1904,1,AK,1,D,Yes,1/4/1965,60.7
6068,89,2,Senate,5968,W000518,John,James,Williams,,5/17/1904,8,DE,2,R,Yes,1/4/1965,60.6
6069,89,2,Senate,5969,J000064,Jacob,Koppel,Javits,,5/18/1904,34,NY,2,R,Yes,1/4/1965,60.6
6070,89,2,Senate,5970,H000875,Roman,Lee,Hruska,,8/16/1904,28,NE,2,R,Yes,1/4/1965,60.4
6071,89,2,Senate,5971,E000018,James,Oliver,Eastland,,11/28/1904,24,MS,1,D,Yes,1/4/1965,60.1
6072,89,2,Senate,5972,C001006,Carl,Thomas,Curtis,,3/15/1905,28,NE,2,R,Yes,1/4/1965,59.8
6073,89,2,Senate,5973,F000401,James,William,Fulbright,,4/9/1905,3,AR,1,D,Yes,1/4/1965,59.7
6074,89,2,Senate,5974,M000053,Warren,Grant,Magnuson,,4/12/1905,47,WA,1,D,Yes,1/4/1965,59.7
6075,89,2,Senate,5975,R000525,Donald,Stuart,Russell,,2/22/1906,40,SC,1,D,No,1/4/1965,58.9
6076,89,2,Senate,5976,P000552,Winston,Lewis,Prouty,,9/1/1906,46,VT,2,R,Yes,1/4/1965,58.3
6077,89,2,Senate,5977,F000245,Hiram,Leong,Fong,,10/15/1906,11,HI,2,R,Yes,1/4/1965,58.2
6078,89,2,Senate,5978,A000161,Gordon,Llewellyn,Allott,,1/2/1907,6,CO,2,R,Yes,1/4/1965,58
6079,89,2,Senate,5979,N000052,Maurine,Brown,Neuberger,,1/9/1907,37,OR,1,D,Yes,1/4/1965,58
6080,89,2,Senate,5980,F000013,Paul,Jones,Fannin,,1/29/1907,4,AZ,2,R,No,1/4/1965,57.9
6081,89,2,Senate,5981,P000100,John,Orlando,Pastore,,3/17/1907,39,RI,1,D,Yes,1/4/1965,57.8
6082,89,2,Senate,5982,D000390,Thomas,Joseph,Dodd,,5/15/1907,7,CT,1,D,Yes,1/4/1965,57.6
6083,89,2,Senate,5983,M001022,Thruston,Ballard,Morton,,8/19/1907,16,KY,2,R,Yes,1/4/1965,57.4
6084,89,2,Senate,5984,G000320,Albert,Arnold,Gore,,12/26/1907,42,TN,1,D,Yes,1/4/1965,57
6085,89,2,Senate,5985,B001077,Quentin,Northrup,Burdick,,6/19/1908,27,ND,1,D,Yes,1/4/1965,56.5
6086,89,2,Senate,5986,L000415,Edward,Vaughn,Long,,7/18/1908,23,MO,1,D,Yes,1/4/1965,56.5
6087,89,2,Senate,5987,B000593,James,Caleb,Boggs,,5/15/1909,8,DE,2,R,Yes,1/4/1965,55.6
6088,89,2,Senate,5988,B000436,Alan,Harvey,Bible,,11/20/1909,32,NV,1,D,Yes,1/4/1965,55.1
6089,89,2,Senate,5989,R000191,Abraham,Alexander,Ribicoff,,4/9/1910,7,CT,1,D,Yes,1/4/1965,54.7
6090,89,2,Senate,5990,K000335,Thomas,Henry,Kuchel,,8/15/1910,5,CA,2,R,Yes,1/4/1965,54.4
6091,89,2,Senate,5991,M000671,Lee,Warren,Metcalf,,1/28/1911,25,MT,1,D,Yes,1/4/1965,53.9
